,no,cv_no,region,temp_I,integ_I
0,cv_no0,"[173, 352, 174]",34,0.18,7.5859999999999985
1,cv_no1,"[116, 384, 292]",34,0.0,0.064
2,cv_no2,"[290, 328, 147]",34,0.345,11.774000000000001
3,cv_no3,"[160, 317, 161]",34,0.295,11.023000000000001
4,cv_no4,"[305, 326, 222]",34,0.011,1.7409999999999994
5,cv_no5,"[127, 368, 17]",34,0.392,11.930999999999997
6,cv_no6,"[24, 349, 184]",34,0.197,6.247000000000001
7,cv_no7,"[178, 353, 179]",34,0.182,6.473999999999999
8,cv_no8,"[272, 386, 335]",34,0.021,0.7980000000000003
9,cv_no9,"[297, 390, 224]",34,0.14,4.829999999999999
10,cv_no10,"[16, 320, 120]",34,0.382,11.584
11,cv_no11,"[168, 350, 169]",34,0.002,2.794999999999999
12,cv_no12,"[129, 319, 130]",34,0.538,16.417
13,cv_no13,"[188, 351, 189]",34,0.201,5.997000000000001
14,cv_no14,"[283, 306, 46]",34,0.044,1.5719999999999998
15,cv_no15,"[194, 354, 195]",34,0.084,2.758000000000001
16,cv_no16,"[293, 325, 236]",34,0.328,10.033999999999999
17,cv_no17,"[192, 355, 193]",34,0.114,2.908
18,cv_no18,"[44, 394, 284]",34,0.009,0.3400000000000002
19,cv_no19,"[218, 404, 252]",34,0.015,3.5069999999999992
20,cv_no20,"[303, 362, 176]",34,0.165,6.145
21,cv_no21,"[247, 300, 251]",34,0.152,8.180999999999997
22,cv_no22,"[304, 364, 182]",34,0.165,5.441000000000001
23,cv_no23,"[181, 365, 304]",34,0.165,5.536
24,cv_no24,"[243, 298, 234]",34,0.321,9.777
25,cv_no25,"[319, 347, 246]",34,0.479,14.649999999999999
26,cv_no26,"[31, 372, 1]",34,0.081,2.482
27,cv_no27,"[23, 361, 303]",34,0.164,6.234
28,cv_no28,"[241, 262, 227]",34,0.608,18.938999999999997
29,cv_no29,"[146, 333, 290]",34,0.497,15.757000000000003
30,cv_no30,"[249, 384, 366]",34,0.003,0.26300000000000007
31,cv_no31,"[320, 323, 234]",34,0.333,10.143
32,cv_no32,"[167, 308, 22]",34,1.588,57.434000000000005
33,cv_no33,"[37, 313, 36]",34,0.007,0.6140000000000002
34,cv_no34,"[378, 379, 170]",34,0.174,7.726999999999999
35,cv_no35,"[244, 348, 324]",34,0.361,11.063
36,cv_no36,"[235, 363, 318]",34,0.0,0.37600000000000006
37,cv_no37,"[228, 250, 247]",34,0.039,4.086999999999999
38,cv_no38,"[131, 332, 132]",34,0.658,20.16
39,cv_no39,"[242, 332, 291]",34,0.547,16.806
40,cv_no40,"[225, 340, 236]",34,0.336,10.313999999999998
41,cv_no41,"[244, 395, 257]",34,0.415,12.714
42,cv_no42,"[117, 399, 116]",34,0.0,0.008
43,cv_no43,"[149, 329, 150]",34,0.145,7.492999999999999
44,cv_no44,"[126, 348, 127]",34,0.34,10.43
45,cv_no45,"[163, 321, 296]",34,0.13,4.387
46,cv_no46,"[252, 357, 329]",34,0.053,5.044000000000002
47,cv_no47,"[123, 325, 124]",34,0.312,9.555
48,cv_no48,"[245, 250, 228]",34,0.038,4.064
49,cv_no49,"[145, 333, 146]",34,0.51,16.156
50,cv_no50,"[238, 239, 28]",34,0.142,4.430000000000001
