,no,cv_no,region,temp_I,integ_I
0,cv_no0,"[173, 352, 174]",34,0.146,9.182999999999998
1,cv_no1,"[116, 384, 292]",34,0.0,0.064
2,cv_no2,"[290, 328, 147]",34,0.268,14.765000000000004
3,cv_no3,"[160, 317, 161]",34,0.233,13.602000000000002
4,cv_no4,"[305, 326, 222]",34,0.007,1.827999999999999
5,cv_no5,"[127, 368, 17]",34,0.307,15.338
6,cv_no6,"[24, 349, 184]",34,0.155,7.963
7,cv_no7,"[178, 353, 179]",34,0.145,8.073999999999998
8,cv_no8,"[272, 386, 335]",34,0.017,0.9850000000000004
9,cv_no9,"[297, 390, 224]",34,0.111,6.053
10,cv_no10,"[16, 320, 120]",34,0.298,14.898000000000001
11,cv_no11,"[168, 350, 169]",34,0.003,2.807999999999998
12,cv_no12,"[129, 319, 130]",34,0.421,21.097000000000005
13,cv_no13,"[188, 351, 189]",34,0.157,7.7410000000000005
14,cv_no14,"[283, 306, 46]",34,0.035,1.9579999999999995
15,cv_no15,"[194, 354, 195]",34,0.066,3.4940000000000007
16,cv_no16,"[293, 325, 236]",34,0.256,12.882
17,cv_no17,"[192, 355, 193]",34,0.088,3.8890000000000002
18,cv_no18,"[44, 394, 284]",34,0.007,0.41600000000000026
19,cv_no19,"[218, 404, 252]",34,0.016,3.6659999999999995
20,cv_no20,"[303, 362, 176]",34,0.131,7.595999999999998
21,cv_no21,"[247, 300, 251]",34,0.124,9.532999999999994
22,cv_no22,"[304, 364, 182]",34,0.13,6.886
23,cv_no23,"[181, 365, 304]",34,0.131,6.981999999999999
24,cv_no24,"[243, 298, 234]",34,0.251,12.567000000000002
25,cv_no25,"[319, 347, 246]",34,0.375,18.815999999999992
26,cv_no26,"[31, 372, 1]",34,0.063,3.1860000000000004
27,cv_no27,"[23, 361, 303]",34,0.131,7.678000000000001
28,cv_no28,"[241, 262, 227]",34,0.477,24.232999999999993
29,cv_no29,"[146, 333, 290]",34,0.388,20.07200000000001
30,cv_no30,"[249, 384, 366]",34,0.003,0.2930000000000001
31,cv_no31,"[320, 323, 234]",34,0.261,13.039
32,cv_no32,"[167, 308, 22]",34,1.25,71.28999999999998
33,cv_no33,"[37, 313, 36]",34,0.005,0.6700000000000003
34,cv_no34,"[378, 379, 170]",34,0.14,9.264999999999999
35,cv_no35,"[244, 348, 324]",34,0.282,14.199000000000002
36,cv_no36,"[235, 363, 318]",34,0.0,0.37600000000000006
37,cv_no37,"[228, 250, 247]",34,0.035,4.451999999999998
38,cv_no38,"[131, 332, 132]",34,0.515,25.883000000000003
39,cv_no39,"[242, 332, 291]",34,0.428,21.566000000000003
40,cv_no40,"[225, 340, 236]",34,0.263,13.238999999999999
41,cv_no41,"[244, 395, 257]",34,0.325,16.322
42,cv_no42,"[117, 399, 116]",34,0.0,0.008
43,cv_no43,"[149, 329, 150]",34,0.109,8.725000000000001
44,cv_no44,"[126, 348, 127]",34,0.266,13.385
45,cv_no45,"[163, 321, 296]",34,0.103,5.523000000000001
46,cv_no46,"[252, 357, 329]",34,0.037,5.477000000000002
47,cv_no47,"[123, 325, 124]",34,0.244,12.269
48,cv_no48,"[245, 250, 228]",34,0.034,4.4239999999999995
49,cv_no49,"[145, 333, 146]",34,0.398,20.583
50,cv_no50,"[238, 239, 28]",34,0.111,5.667
51,cv_no51,"[229, 341, 217]",34,0.079,4.851000000000001
52,cv_no52,"[164, 337, 165]",34,0.3,16.008999999999997
53,cv_no53,"[150, 357, 151]",34,0.018,6.094000000000001
54,cv_no54,"[292, 384, 249]",34,0.001,0.12500000000000003
55,cv_no55,"[190, 356, 191]",34,0.143,7.002000000000001
56,cv_no56,"[291, 332, 131]",34,0.495,24.933
57,cv_no57,"[159, 334, 21]",34,0.108,12.967000000000006
58,cv_no58,"[275, 386, 221]",34,0.044,2.5689999999999995
59,cv_no59,"[234, 373, 225]",34,0.223,11.183000000000002
60,cv_no60,"[20, 370, 152]",34,0.13,10.402999999999997
61,cv_no61,"[250, 309, 247]",34,0.118,9.343999999999998
62,cv_no62,"[162, 321, 163]",34,0.062,3.2050000000000005
63,cv_no63,"[196, 359, 197]",34,0.166,8.33
64,cv_no64,"[230, 398, 253]",34,0.098,7.482000000000002
65,cv_no65,"[313, 363, 235]",34,0.004,0.8950000000000004
66,cv_no66,"[287, 321, 162]",34,0.029,1.7679999999999998
67,cv_no67,"[389, 396, 217]",34,0.027,3.5009999999999994
68,cv_no68,"[348, 368, 127]",34,0.26,13.099
69,cv_no69,"[130, 319, 291]",34,0.44,22.119
70,cv_no70,"[198, 360, 199]",34,0.335,16.663
71,cv_no71,"[261, 334, 245]",34,0.054,7.9700000000000015
72,cv_no72,"[236, 325, 299]",34,0.256,12.882
73,cv_no73,"[128, 347, 129]",34,0.377,18.857000000000003
74,cv_no74,"[125, 324, 126]",34,0.255,12.831000000000003
75,cv_no75,"[16, 323, 320]",34,0.339,16.924999999999994
76,cv_no76,"[42, 118, 41]",34,0.001,0.05600000000000003
77,cv_no77,"[40, 41, 119]",34,0.001,0.05500000000000003
78,cv_no78,"[372, 397, 276]",34,0.15,7.554
79,cv_no79,"[283, 308, 226]",34,0.256,15.293999999999997
80,cv_no80,"[246, 347, 257]",34,0.368,18.459
81,cv_no81,"[313, 316, 36]",34,0.003,0.29400000000000015
82,cv_no82,"[165, 307, 166]",34,0.461,24.794
83,cv_no83,"[45, 272, 44]",34,0.013,0.7480000000000004
84,cv_no84,"[285, 374, 336]",34,0.128,6.36
85,cv_no85,"[120, 298, 121]",34,0.25,12.49
86,cv_no86,"[225, 243, 234]",34,0.239,11.985
87,cv_no87,"[33, 254, 32]",34,0.126,6.611
88,cv_no88,"[273, 314, 254]",34,0.189,10.113999999999997
89,cv_no89,"[156, 309, 157]",34,0.169,12.225000000000003
90,cv_no90,"[284, 399, 117]",34,0.003,0.2000000000000001
91,cv_no91,"[287, 398, 232]",34,0.018,1.483999999999999
92,cv_no92,"[221, 297, 275]",34,0.067,3.7520000000000002
93,cv_no93,"[217, 316, 315]",34,0.018,2.2600000000000002
94,cv_no94,"[379, 380, 172]",34,0.149,9.626999999999999
95,cv_no95,"[216, 367, 340]",34,0.242,12.182999999999996
96,cv_no96,"[148, 295, 149]",34,0.184,11.453999999999999
97,cv_no97,"[261, 294, 253]",34,0.136,10.782999999999998
98,cv_no98,"[217, 341, 316]",34,0.048,3.956
99,cv_no99,"[139, 383, 273]",34,0.119,6.8309999999999995
100,cv_no100,"[122, 299, 123]",34,0.243,12.179
101,cv_no101,"[284, 394, 335]",34,0.011,0.7000000000000004
102,cv_no102,"[228, 389, 217]",34,0.032,3.5499999999999994
103,cv_no103,"[288, 289, 25]",34,0.113,5.368000000000002
104,cv_no104,"[244, 293, 236]",34,0.26,13.059000000000001
105,cv_no105,"[246, 395, 219]",34,0.315,15.831999999999999
106,cv_no106,"[38, 363, 37]",34,0.001,0.2370000000000001
107,cv_no107,"[227, 262, 242]",34,0.4,20.212999999999997
108,cv_no108,"[224, 322, 237]",34,0.182,9.773000000000003
109,cv_no109,"[29, 259, 238]",34,0.158,7.973999999999998
110,cv_no110,"[132, 302, 133]",34,0.571,28.781999999999996
111,cv_no111,"[154, 300, 155]",34,0.174,12.320999999999996
