,no,cv_no,region,temp_I,integ_I
0,cv_no0,"[173, 352, 174]",34,0.143,9.325999999999999
1,cv_no1,"[116, 384, 292]",34,0.0,0.064
2,cv_no2,"[290, 328, 147]",34,0.263,15.028000000000004
3,cv_no3,"[160, 317, 161]",34,0.229,13.831000000000001
4,cv_no4,"[305, 326, 222]",34,0.007,1.8349999999999989
5,cv_no5,"[127, 368, 17]",34,0.301,15.639
6,cv_no6,"[24, 349, 184]",34,0.152,8.115
7,cv_no7,"[178, 353, 179]",34,0.142,8.215999999999998
8,cv_no8,"[272, 386, 335]",34,0.017,1.0020000000000004
9,cv_no9,"[297, 390, 224]",34,0.109,6.162
10,cv_no10,"[16, 320, 120]",34,0.292,15.190000000000001
11,cv_no11,"[168, 350, 169]",34,0.003,2.810999999999998
12,cv_no12,"[129, 319, 130]",34,0.413,21.510000000000005
13,cv_no13,"[188, 351, 189]",34,0.154,7.8950000000000005
14,cv_no14,"[283, 306, 46]",34,0.034,1.9919999999999995
15,cv_no15,"[194, 354, 195]",34,0.065,3.5590000000000006
16,cv_no16,"[293, 325, 236]",34,0.251,13.133
17,cv_no17,"[192, 355, 193]",34,0.086,3.975
18,cv_no18,"[44, 394, 284]",34,0.007,0.42300000000000026
19,cv_no19,"[218, 404, 252]",34,0.016,3.6819999999999995
20,cv_no20,"[303, 362, 176]",34,0.129,7.724999999999998
21,cv_no21,"[247, 300, 251]",34,0.121,9.653999999999995
22,cv_no22,"[304, 364, 182]",34,0.128,7.014
23,cv_no23,"[181, 365, 304]",34,0.128,7.109999999999999
24,cv_no24,"[243, 298, 234]",34,0.246,12.813000000000002
25,cv_no25,"[319, 347, 246]",34,0.368,19.18399999999999
26,cv_no26,"[31, 372, 1]",34,0.062,3.248
27,cv_no27,"[23, 361, 303]",34,0.129,7.807
28,cv_no28,"[241, 262, 227]",34,0.467,24.699999999999992
29,cv_no29,"[146, 333, 290]",34,0.38,20.45200000000001
30,cv_no30,"[249, 384, 366]",34,0.003,0.2960000000000001
31,cv_no31,"[320, 323, 234]",34,0.255,13.294
32,cv_no32,"[167, 308, 22]",34,1.226,72.51599999999998
33,cv_no33,"[37, 313, 36]",34,0.005,0.6750000000000003
34,cv_no34,"[378, 379, 170]",34,0.137,9.402
35,cv_no35,"[244, 348, 324]",34,0.277,14.476
36,cv_no36,"[235, 363, 318]",34,0.001,0.37700000000000006
37,cv_no37,"[228, 250, 247]",34,0.034,4.485999999999998
38,cv_no38,"[131, 332, 132]",34,0.505,26.388
39,cv_no39,"[242, 332, 291]",34,0.42,21.986000000000004
40,cv_no40,"[225, 340, 236]",34,0.258,13.497
41,cv_no41,"[244, 395, 257]",34,0.318,16.64
42,cv_no42,"[117, 399, 116]",34,0.0,0.008
43,cv_no43,"[149, 329, 150]",34,0.107,8.832
44,cv_no44,"[126, 348, 127]",34,0.261,13.645999999999999
45,cv_no45,"[163, 321, 296]",34,0.101,5.6240000000000006
46,cv_no46,"[252, 357, 329]",34,0.036,5.513000000000002
47,cv_no47,"[123, 325, 124]",34,0.239,12.508000000000001
48,cv_no48,"[245, 250, 228]",34,0.034,4.457999999999999
49,cv_no49,"[145, 333, 146]",34,0.39,20.973
50,cv_no50,"[238, 239, 28]",34,0.109,5.776
51,cv_no51,"[229, 341, 217]",34,0.077,4.928000000000001
52,cv_no52,"[164, 337, 165]",34,0.294,16.302999999999997
53,cv_no53,"[150, 357, 151]",34,0.017,6.1110000000000015
54,cv_no54,"[292, 384, 249]",34,0.001,0.12600000000000003
55,cv_no55,"[190, 356, 191]",34,0.14,7.142
56,cv_no56,"[291, 332, 131]",34,0.485,25.418
57,cv_no57,"[159, 334, 21]",34,0.105,13.072000000000006
58,cv_no58,"[275, 386, 221]",34,0.043,2.6119999999999997
59,cv_no59,"[234, 373, 225]",34,0.219,11.402000000000001
60,cv_no60,"[20, 370, 152]",34,0.128,10.530999999999997
61,cv_no61,"[250, 309, 247]",34,0.116,9.459999999999997
62,cv_no62,"[162, 321, 163]",34,0.061,3.2660000000000005
63,cv_no63,"[196, 359, 197]",34,0.163,8.493
64,cv_no64,"[230, 398, 253]",34,0.096,7.578000000000002
65,cv_no65,"[313, 363, 235]",34,0.004,0.8990000000000004
66,cv_no66,"[287, 321, 162]",34,0.028,1.7959999999999998
67,cv_no67,"[389, 396, 217]",34,0.026,3.5269999999999992
68,cv_no68,"[348, 368, 127]",34,0.255,13.354000000000001
69,cv_no69,"[130, 319, 291]",34,0.432,22.551
70,cv_no70,"[198, 360, 199]",34,0.329,16.992
71,cv_no71,"[261, 334, 245]",34,0.052,8.022000000000002
72,cv_no72,"[236, 325, 299]",34,0.251,13.133
73,cv_no73,"[128, 347, 129]",34,0.369,19.226000000000003
74,cv_no74,"[125, 324, 126]",34,0.25,13.081000000000003
75,cv_no75,"[16, 323, 320]",34,0.332,17.256999999999994
76,cv_no76,"[42, 118, 41]",34,0.001,0.05700000000000003
77,cv_no77,"[40, 41, 119]",34,0.001,0.05600000000000003
78,cv_no78,"[372, 397, 276]",34,0.147,7.7010000000000005
79,cv_no79,"[283, 308, 226]",34,0.251,15.544999999999996
80,cv_no80,"[246, 347, 257]",34,0.36,18.819
